Gender,Race,Age_Group,Education,Experience_Years,Certifications,Screening_Score,Selected,Gender_encoded,Race_encoded,Age_Group_encoded
Female,White,Under_30,0.4375,0.1837,0.2,0.0,0,0,3,3
Male,Black,30_to_45,0.4375,0.398,0.3,0.0,0,1,1,0
Female,White,30_to_45,0.5625,0.398,0.4,0.0,0,0,3,0
Male,White,Under_30,0.625,0.2959,0.6,0.0,0,1,3,3
Male,White,Under_30,0.4375,0.1735,0.2,0.0218,0,1,3,3
Female,White,30_to_45,0.8125,0.398,0.9,0.0,1,0,3,0
Male,White,Under_30,0.5625,0.398,0.3,0.0,0,1,3,3
Female,White,30_to_45,0.375,0.3469,0.5,0.0,0,0,3,0
Male,White,Under_30,0.5625,0.602,0.4,0.0,0,1,3,3
Male,White,30_to_45,0.875,0.398,1.0,0.0,0,1,3,0
Male,White,Under_30,0.5625,0.7245,0.2,0.0,0,1,3,3
Male,White,Over_60,0.5625,0.398,0.9,0.0,1,1,3,2
Male,White,45_to_60,0.875,0.398,1.0,0.0,0,1,3,1
Female,White,30_to_45,0.8125,0.398,1.0,0.0217,0,0,3,0
Female,White,Under_30,0.75,0.2449,0.2,0.0,1,0,3,3
Male,Asian,Under_30,0.625,0.398,0.5,0.0,0,1,0,3
Male,White,30_to_45,0.875,0.5,1.0,0.0,1,1,3,0
Male,Black,30_to_45,0.5625,0.602,0.3,0.0059,0,1,1,0
Female,White,30_to_45,0.625,0.398,0.7,0.0,0,0,3,0
Male,White,Under_30,0.625,0.398,0.5,0.0,0,1,3,3
Female,White,30_to_45,0.625,0.398,0.5,0.0,0,0,3,0
Male,White,Under_30,0.8125,0.398,1.0,0.0,0,1,3,3
Female,White,30_to_45,0.5625,0.2755,0.5,0.0,0,0,3,0
Male,White,Under_30,0.5625,0.398,0.6,0.0,0,1,3,3
Male,White,30_to_45,0.625,0.398,1.0,0.0,1,1,3,0
Male,White,Under_30,0.3125,0.398,0.5,0.0,0,1,3,3
Male,White,Under_30,0.625,0.3469,0.6,0.0,0,1,3,3
Female,Black,30_to_45,0.5625,0.398,0.9,0.0,0,0,1,0
Male,Other,45_to_60,0.5625,0.398,0.5,0.0,0,1,2,1
Male,White,Under_30,0.5625,0.398,0.3,0.0,0,1,3,3
Female,Black,Under_30,0.5625,0.398,0.3,0.0,0,0,1,3
Male,White,30_to_45,0.625,0.551,0.5,0.0,1,1,3,0
Male,White,45_to_60,0.5625,0.398,0.5,0.0,1,1,3,1
Female,White,30_to_45,0.5625,0.398,0.6,0.0,1,0,3,0
Male,Asian,30_to_45,0.6875,0.398,0.3,0.0,1,1,0,0
Female,White,Under_30,0.5625,0.398,0.9,0.0,0,0,3,3
Male,Black,30_to_45,0.625,0.5,0.4,0.0,0,1,1,0
Male,White,Under_30,0.5625,0.602,0.4,0.0,0,1,3,3
Male,White,30_to_45,0.75,0.398,0.3,0.0,0,1,3,0
Male,Black,45_to_60,0.5625,0.398,0.4,0.0,0,1,1,1
Male,White,30_to_45,0.8125,0.5,1.0,0.0,0,1,3,0
Male,White,45_to_60,0.125,0.398,0.5,0.0,0,1,3,1
Female,White,Under_30,0.8125,0.1939,0.8,0.0,0,0,3,3
Female,White,30_to_45,0.5625,0.602,0.5,0.0,0,0,3,0
Male,White,45_to_60,0.5625,0.398,0.4,0.0,0,1,3,1
Male,White,30_to_45,0.625,0.398,0.4,0.0,0,1,3,0
Male,White,45_to_60,0.875,0.449,0.9,0.0,1,1,3,1
Female,White,Under_30,0.8125,0.1531,0.8,0.0,1,0,3,3
Male,White,45_to_60,0.625,0.398,1.0,0.0,1,1,3,1
Male,White,30_to_45,0.5625,0.398,0.5,0.0,0,1,3,0
Male,White,Under_30,0.5625,0.602,0.4,0.0,0,1,3,3
Female,White,Over_60,0.6875,0.2347,0.2,0.0,0,0,3,2
Female,White,45_to_60,0.8125,0.398,0.5,0.0,0,0,3,1
Male,White,Under_30,0.3125,0.051,0.2,0.0,0,1,3,3
Male,White,Under_30,0.625,0.2959,0.2,0.0,0,1,3,3
Male,White,Under_30,0.375,0.398,0.2,0.0,0,1,3,3
Female,White,Under_30,0.5625,0.3469,0.2,0.0,0,0,3,3
Male,White,30_to_45,0.75,0.449,0.5,0.0,0,1,3,0
Male,White,30_to_45,0.625,0.1939,0.5,0.0,0,1,3,0
Male,White,Under_30,0.8125,0.1939,1.0,0.0,0,1,3,3
Female,White,30_to_45,0.5625,0.398,0.5,0.0,0,0,3,0
Female,Black,Under_30,0.625,0.1939,0.5,0.0,0,0,1,3
Male,White,45_to_60,0.5625,0.449,0.4,0.0,0,1,3,1
Female,White,30_to_45,0.8125,0.398,1.0,0.0,0,0,3,0
Male,White,30_to_45,0.8125,0.602,0.6,0.1502,1,1,3,0
Female,White,30_to_45,0.5625,0.3469,0.2,0.0,0,0,3,0
Male,White,45_to_60,0.5625,0.398,0.5,0.0,0,1,3,1
Female,White,30_to_45,0.75,0.602,0.9,0.0,0,0,3,0
Female,White,30_to_45,0.5625,0.2449,1.0,0.0,0,0,3,0
Male,White,30_to_45,0.8125,0.1939,0.5,0.0,0,1,3,0
Female,White,30_to_45,0.5625,0.3571,0.5,0.0,0,0,3,0
Male,White,Under_30,0.625,0.398,0.3,0.0,0,1,3,3
Male,White,Under_30,0.1875,0.398,0.2,0.0,0,1,3,3
Female,White,Under_30,0.625,0.3469,1.0,0.0,0,0,3,3
Male,White,Under_30,0.5625,0.398,0.3,0.0,0,1,3,3
Male,White,Over_60,0.5625,0.398,0.4,0.0,0,1,3,2
Male,White,45_to_60,0.625,0.398,0.5,0.0,0,1,3,1
Female,White,45_to_60,0.625,0.4184,0.2,0.0,0,0,3,1
Female,White,Under_30,0.8125,0.398,0.6,0.0,0,0,3,3
Male,Black,Under_30,0.8125,0.398,0.9,0.0,0,1,1,3
Male,White,Under_30,0.625,0.0714,0.7,0.0,0,1,3,3
Male,White,30_to_45,0.625,0.398,0.9,0.0,0,1,3,0
Female,Black,45_to_60,0.5625,0.398,0.5,0.0,0,0,1,1
Female,White,30_to_45,0.5625,0.398,0.2,0.0,0,0,3,0
Male,White,45_to_60,0.6875,0.4184,0.2,0.0,0,1,3,1
Male,White,30_to_45,0.6875,0.449,0.5,0.0,0,1,3,0
Male,White,30_to_45,0.625,0.5,1.0,0.0,1,1,3,0
Male,White,Under_30,0.5625,0.449,0.5,0.0,0,1,3,3
Female,Other,Under_30,0.625,0.1939,0.5,0.0,0,0,2,3
Male,White,30_to_45,0.8125,0.5,1.0,0.0,1,1,3,0
Male,White,30_to_45,0.8125,0.8061,0.9,0.1502,1,1,3,0
Male,White,45_to_60,0.5625,0.5,0.9,0.0769,1,1,3,1
Male,Black,Under_30,0.625,0.5,0.2,0.0,0,1,1,3
Male,White,30_to_45,0.625,0.449,0.8,0.0,1,1,3,0
Male,White,30_to_45,0.625,0.5816,0.3,0.0,1,1,3,0
Female,White,Under_30,0.625,0.398,0.6,0.0,0,0,3,3
Male,White,30_to_45,0.8125,0.398,0.9,0.0,1,1,3,0
Female,White,Over_60,0.625,0.0816,0.5,0.0,0,0,3,2
Male,White,30_to_45,0.5625,0.5,0.5,0.0,0,1,3,0
Male,White,30_to_45,0.875,0.398,1.0,0.0,0,1,3,0
Female,Other,30_to_45,0.4375,0.4592,0.3,0.0,0,0,2,0
Male,White,Under_30,0.5625,0.398,0.3,0.0,0,1,3,3
Male,Black,30_to_45,0.5625,0.398,0.2,0.0,0,1,1,0
Female,White,30_to_45,0.75,0.5,0.9,0.0,1,0,3,0
Male,White,Over_60,0.9375,0.4796,1.0,0.2005,1,1,3,2
Male,White,30_to_45,0.5,0.5,0.8,0.0,0,1,3,0
Female,Black,45_to_60,0.125,0.2959,0.1,0.0,0,0,1,1
Male,White,Under_30,0.6875,0.398,0.5,0.0,0,1,3,3
Female,White,30_to_45,0.8125,0.449,0.3,0.0,0,0,3,0
Male,White,30_to_45,0.625,0.398,0.4,0.0,0,1,3,0
Male,White,Under_30,1.0,0.398,1.0,0.0,0,1,3,3
Female,White,Under_30,0.625,0.398,0.2,0.0,0,0,3,3
Male,White,Under_30,0.5625,0.398,0.4,0.0,0,1,3,3
Male,White,Under_30,0.625,0.5,0.6,0.0,0,1,3,3
Female,White,30_to_45,0.5625,0.449,0.2,0.0,0,0,3,0
Female,White,45_to_60,0.375,0.0714,0.2,0.0,0,0,3,1
Male,White,30_to_45,0.625,0.398,0.7,0.0,0,1,3,0
Male,White,Under_30,0.5625,0.3571,0.2,0.0,0,1,3,3
Male,White,Under_30,0.625,0.398,0.5,0.0,0,1,3,3
Male,White,45_to_60,0.625,0.5,0.9,0.0,0,1,3,1
Female,White,30_to_45,0.5625,0.398,0.2,0.0,0,0,3,0
Female,White,Over_60,0.4375,0.398,0.5,0.0,0,0,3,2
Female,Black,30_to_45,0.5625,0.398,0.3,0.0,0,0,1,0
Female,Black,30_to_45,0.6875,0.398,0.5,0.0,1,0,1,0
Female,White,Over_60,0.4375,0.398,0.3,0.0,0,0,3,2
Male,White,30_to_45,0.5625,0.398,0.3,0.0,0,1,3,0
Female,White,30_to_45,0.5625,0.3163,0.8,0.0,0,0,3,0
Male,White,Under_30,0.4375,0.398,0.2,0.0,0,1,3,3
Male,White,Under_30,0.8125,0.551,0.4,0.0,0,1,3,3
Male,White,45_to_60,0.8125,0.3469,0.6,0.0,1,1,3,1
Male,White,45_to_60,0.625,0.5,1.0,0.0,1,1,3,1
Female,Black,Under_30,0.5625,0.398,0.2,0.0,0,0,1,3
Male,White,45_to_60,0.8125,0.602,1.0,0.0,1,1,3,1
Male,Other,Under_30,0.5625,0.4796,0.2,0.0,0,1,2,3
Male,White,30_to_45,0.875,0.449,0.9,0.0501,0,1,3,0
Female,White,30_to_45,0.25,0.398,0.2,0.0,0,0,3,0
Male,White,Under_30,0.5625,0.3469,0.5,0.0,0,1,3,3
Male,White,45_to_60,0.875,0.4184,0.9,0.0,0,1,3,1
Male,White,Under_30,0.5625,0.398,0.5,0.0,0,1,3,3
Male,White,45_to_60,0.5625,0.398,1.0,0.0,0,1,3,1
Male,White,Under_30,0.4375,0.1122,0.6,0.0,0,1,3,3
Male,White,30_to_45,0.6875,0.398,0.5,0.0,1,1,3,0
Female,White,Under_30,1.0,0.7041,1.0,0.0,0,0,3,3
Male,White,Under_30,0.8125,0.398,0.9,0.0,1,1,3,3
Female,White,30_to_45,0.75,0.3469,0.6,0.0,0,0,3,0
Female,White,45_to_60,0.8125,0.398,1.0,0.0,0,0,3,1
Male,White,Under_30,0.625,0.449,0.5,0.0,0,1,3,3
Male,White,45_to_60,0.5625,0.398,0.6,0.0,1,1,3,1
Male,White,45_to_60,0.5625,0.398,0.5,0.0,0,1,3,1
Male,White,Under_30,0.5625,0.398,0.3,0.0,0,1,3,3
Male,White,30_to_45,0.8125,0.398,0.8,0.0,0,1,3,0
Female,White,Under_30,0.625,0.2347,0.6,0.0,0,0,3,3
Male,White,Under_30,0.625,0.602,0.5,0.0,0,1,3,3
Male,White,Under_30,0.4375,0.398,0.2,0.0,0,1,3,3
Male,White,45_to_60,0.375,0.4694,0.5,0.0,1,1,3,1
Male,White,45_to_60,0.8125,0.8061,1.0,0.0,0,1,3,1
Male,White,45_to_60,0.25,0.4796,0.4,0.0,1,1,3,1
Male,White,30_to_45,0.8125,0.398,1.0,0.0769,1,1,3,0
Female,White,Under_30,0.8125,0.398,0.5,0.0,0,0,3,3
Male,White,Under_30,0.5625,0.398,0.6,0.0,0,1,3,3
Male,White,30_to_45,0.9375,0.5,1.0,0.0,1,1,3,0
Male,White,Under_30,0.625,0.398,0.8,0.0217,0,1,3,3
Female,White,45_to_60,0.8125,0.449,1.0,0.0,0,0,3,1
Male,White,30_to_45,0.8125,0.398,0.8,0.0,0,1,3,0
Male,White,Under_30,0.625,0.2755,0.5,0.0,0,1,3,3
Female,White,45_to_60,0.25,0.398,0.2,0.0,0,0,3,1
Male,White,30_to_45,0.3125,0.398,0.2,0.0,0,1,3,0
Male,White,30_to_45,0.75,0.398,0.3,0.0,0,1,3,0
Female,Black,45_to_60,0.5625,0.3673,0.5,0.0,0,0,1,1
Male,White,45_to_60,0.875,0.398,0.5,0.0,1,1,3,1
Male,Other,Under_30,0.5625,0.398,0.5,0.0,0,1,2,3
Male,Black,30_to_45,0.5625,0.398,0.9,0.0,0,1,1,0
Female,White,Under_30,0.375,0.2041,0.2,0.0,0,0,3,3
Female,White,45_to_60,0.875,0.602,1.0,0.0685,0,0,3,1
Male,White,Under_30,0.5625,0.398,0.5,0.0,0,1,3,3
Male,White,Under_30,0.5625,0.5,0.2,0.0,0,1,3,3
Male,White,Under_30,0.8125,0.398,1.0,0.0106,0,1,3,3
Female,White,Under_30,0.8125,0.1939,0.2,0.0,0,0,3,3
Male,White,30_to_45,0.5625,0.602,0.2,0.0,0,1,3,0
Male,Black,Under_30,0.5625,0.449,0.4,0.0,0,1,1,3
Male,White,45_to_60,0.5625,0.3163,0.9,0.0,0,1,3,1
Male,White,45_to_60,0.8125,0.551,0.6,0.0,0,1,3,1
Male,White,45_to_60,0.9375,0.449,1.0,0.1502,1,1,3,1
Female,White,Under_30,0.8125,0.1939,0.6,0.0,0,0,3,3
Female,Black,30_to_45,0.4375,0.1939,0.2,0.0,0,0,1,0
Female,Black,Over_60,0.3125,0.2347,0.1,0.0,0,0,1,2
Male,White,Under_30,0.6875,0.551,0.4,0.0,0,1,3,3
Male,White,45_to_60,0.3125,0.398,0.2,0.0,0,1,3,1
Male,Black,Under_30,0.5625,0.602,0.3,0.0,0,1,1,3
Male,White,30_to_45,0.5625,0.449,0.6,0.0,1,1,3,0
Male,White,30_to_45,0.5625,0.6429,0.6,0.0,0,1,3,0
Male,White,30_to_45,0.625,0.398,0.9,0.0,1,1,3,0
Male,White,45_to_60,0.8125,0.2551,0.6,0.0,1,1,3,1
Female,Black,45_to_60,0.625,0.398,0.2,0.0,0,0,1,1
Female,Black,45_to_60,0.375,0.398,0.2,0.0,0,0,1,1
Male,White,30_to_45,0.625,0.602,0.5,0.1502,1,1,3,0
Female,Black,Under_30,0.8125,0.398,0.5,0.0,1,0,1,3
Male,White,45_to_60,0.5625,0.602,0.5,0.0,0,1,3,1
Female,White,Under_30,0.5625,0.1327,0.2,0.0,0,0,3,3
Male,White,Under_30,0.8125,0.398,0.2,0.0,0,1,3,3
Male,White,30_to_45,0.8125,0.602,0.9,0.1502,1,1,3,0
Male,White,45_to_60,0.1875,0.5,0.4,0.0,0,1,3,1
Male,White,45_to_60,1.0,0.602,1.0,0.0,1,1,3,1
Male,White,Under_30,0.5625,0.551,0.5,0.0,0,1,3,3
Male,White,45_to_60,0.5625,0.398,0.5,0.0,0,1,3,1
Male,White,Under_30,0.625,0.398,0.2,0.0,0,1,3,3
Male,White,30_to_45,0.625,0.5,0.6,0.0518,1,1,3,0
Male,White,30_to_45,0.625,0.449,0.5,0.0,0,1,3,0
Male,White,45_to_60,1.0,0.398,1.0,0.0,1,1,3,1
Female,White,30_to_45,0.5625,0.398,0.5,0.0,0,0,3,0
Male,White,Over_60,0.5625,0.1429,0.5,0.0,0,1,3,2
Male,White,Under_30,0.8125,0.398,0.8,0.0,1,1,3,3
Male,White,Under_30,0.625,0.1939,0.2,0.0,0,1,3,3
Male,White,Under_30,0.5625,0.5,0.9,0.041,0,1,3,3
Male,Asian,30_to_45,1.0,0.398,1.0,0.0,1,1,0,0
Female,White,30_to_45,0.625,0.449,0.9,0.0,0,0,3,0
Female,White,Under_30,0.5625,0.3163,0.3,0.0,0,0,3,3
Female,Asian,Under_30,0.625,0.398,0.5,0.0,0,0,0,3
Male,White,30_to_45,0.5625,0.449,0.5,0.0,0,1,3,0
Male,White,30_to_45,0.25,0.3469,0.5,0.0,0,1,3,0
Male,White,30_to_45,0.5625,0.398,0.3,0.0,1,1,3,0
Male,Black,30_to_45,0.5,0.398,0.2,0.0,1,1,1,0
Male,White,30_to_45,0.875,0.602,0.6,0.0,0,1,3,0
Male,White,Under_30,0.625,0.398,1.0,0.0,0,1,3,3
Male,White,30_to_45,0.875,0.3776,1.0,0.0,0,1,3,0
Female,White,Under_30,0.625,0.2449,0.6,0.0,0,0,3,3
Female,White,30_to_45,0.75,0.398,1.0,0.0861,1,0,3,0
Male,White,Under_30,0.625,0.398,0.4,0.0341,0,1,3,3
Male,Black,30_to_45,0.5625,0.398,0.5,0.0,1,1,1,0
Male,White,Under_30,0.3125,0.398,0.3,0.0,0,1,3,3
Male,White,45_to_60,0.625,0.398,0.9,0.0,0,1,3,1
Male,White,Under_30,0.4375,0.0918,0.3,0.0,0,1,3,3
Male,White,30_to_45,0.8125,0.398,0.9,0.0,1,1,3,0
Male,White,45_to_60,0.5625,0.5,0.6,0.0,1,1,3,1
Female,White,Under_30,0.5625,0.398,0.6,0.026,0,0,3,3
Male,White,Under_30,0.5,0.1531,0.2,0.0,0,1,3,3
Male,White,30_to_45,0.625,0.398,0.5,0.0,0,1,3,0
Male,White,30_to_45,0.5625,0.449,0.5,0.0,0,1,3,0
Male,White,45_to_60,0.5625,0.5,0.9,0.0,0,1,3,1
Male,White,Under_30,0.5625,0.4796,0.7,0.0,0,1,3,3
Male,White,30_to_45,0.6875,0.398,0.5,0.0,1,1,3,0
Male,White,30_to_45,0.5625,0.398,0.5,0.0,1,1,3,0
Male,Black,Under_30,0.625,0.398,0.9,0.0,0,1,1,3
Female,White,Under_30,0.4375,0.0408,0.5,0.0,0,0,3,3
Female,White,30_to_45,0.5625,0.398,0.9,0.0,0,0,3,0
Female,White,30_to_45,0.8125,0.551,1.0,0.0,0,0,3,0
Male,White,30_to_45,0.875,0.3469,0.9,0.0,0,1,3,0
Male,White,Under_30,0.5625,0.2959,0.2,0.0,0,1,3,3
Male,White,45_to_60,0.625,0.398,0.3,0.0,0,1,3,1
Female,Black,Under_30,0.625,0.449,0.3,0.0,0,0,1,3
Male,White,30_to_45,0.625,0.5,1.0,0.0,0,1,3,0
Male,White,Under_30,0.625,0.1939,1.0,0.0,0,1,3,3
Female,White,Under_30,0.8125,0.1939,0.8,0.0,0,0,3,3
Male,White,30_to_45,0.875,0.602,1.0,0.0,1,1,3,0
Male,White,30_to_45,0.875,0.398,0.8,0.0,1,1,3,0
Female,White,Under_30,0.8125,0.398,1.0,0.0,0,0,3,3
Female,White,Under_30,0.5625,0.1939,0.6,0.0,0,0,3,3
Male,White,30_to_45,0.8125,0.5,1.0,0.0,0,1,3,0
Female,White,30_to_45,0.8125,0.398,0.6,0.0,0,0,3,0
Male,White,Under_30,0.625,0.2959,0.2,0.0,0,1,3,3
Male,White,30_to_45,0.625,0.398,0.5,0.0,0,1,3,0
Female,White,45_to_60,1.0,0.6531,1.0,0.2524,1,0,3,1
Female,White,30_to_45,0.8125,0.5,0.9,0.0,1,0,3,0
Male,Black,30_to_45,0.5,0.398,0.2,0.0,0,1,1,0
Male,Black,30_to_45,0.625,0.398,0.6,0.0,0,1,1,0
Male,White,45_to_60,0.5625,0.3469,0.5,0.0,0,1,3,1
Male,White,Under_30,0.4375,0.2449,0.2,0.0,0,1,3,3
Male,White,Under_30,0.8125,0.398,1.0,0.0,0,1,3,3
Female,Black,30_to_45,0.625,0.398,0.5,0.0,0,0,1,0
Male,White,30_to_45,0.6875,0.398,0.8,0.0439,0,1,3,0
Female,White,30_to_45,0.8125,0.3469,0.5,0.0,0,0,3,0
Female,Black,30_to_45,0.5625,0.398,0.2,0.0,0,0,1,0
Male,White,30_to_45,0.5625,0.398,0.3,0.0,0,1,3,0
Female,White,Under_30,0.5625,0.398,0.8,0.0,0,0,3,3
Female,White,Under_30,0.625,0.1429,0.6,0.0,0,0,3,3
Male,White,30_to_45,0.8125,0.449,0.9,0.0,1,1,3,0
Male,White,30_to_45,0.5625,0.398,0.2,0.0,0,1,3,0
Male,White,30_to_45,0.5625,0.602,0.5,0.0,0,1,3,0
Male,White,Under_30,0.8125,0.398,1.0,0.0465,0,1,3,3
Male,White,45_to_60,0.5625,0.4184,0.9,0.0,1,1,3,1
Male,White,30_to_45,0.8125,0.449,0.9,0.073,1,1,3,0
Female,White,30_to_45,0.5625,0.398,0.6,0.0,0,0,3,0
Female,White,Under_30,0.625,0.1939,0.2,0.0,0,0,3,3
Male,White,30_to_45,0.5625,0.398,0.2,0.0,0,1,3,0
Female,White,Under_30,0.625,0.2347,0.2,0.0,0,0,3,3
Female,Asian,45_to_60,0.625,0.398,0.5,0.0,0,0,0,1
Male,White,Under_30,0.6875,0.449,0.5,0.0,0,1,3,3
Female,White,Under_30,0.6875,0.1429,0.2,0.0,0,0,3,3
Male,White,30_to_45,0.625,0.398,0.5,0.0241,0,1,3,0
Female,Black,30_to_45,0.625,0.3571,0.6,0.0,0,0,1,0
Male,White,30_to_45,0.8125,0.5,1.0,0.0,0,1,3,0
Female,Black,45_to_60,0.5625,0.1939,0.2,0.0059,0,0,1,1
Male,White,30_to_45,0.8125,0.398,0.8,0.0,1,1,3,0
Female,White,Under_30,0.625,0.2449,0.2,0.0,0,0,3,3
Male,White,45_to_60,0.5625,0.7245,0.4,0.0,0,1,3,1
Female,White,30_to_45,0.875,0.5,0.9,0.1408,1,0,3,0
Male,White,Under_30,0.6875,0.398,0.8,0.0,0,1,3,3
Male,White,Under_30,0.5,0.1939,0.2,0.0,0,1,3,3
Female,White,30_to_45,0.8125,0.398,1.0,0.0,1,0,3,0
Male,White,45_to_60,0.5625,0.398,0.4,0.0769,1,1,3,1
Female,Black,30_to_45,0.625,0.398,0.5,0.0,0,0,1,0
Male,Black,Under_30,0.4375,0.398,0.5,0.0,0,1,1,3
Male,White,45_to_60,0.8125,0.3673,1.0,0.0,0,1,3,1
Male,White,Under_30,0.8125,0.398,0.9,0.0769,1,1,3,3
Male,White,Under_30,0.8125,0.1939,1.0,0.0,0,1,3,3
Male,White,45_to_60,0.375,0.398,0.5,0.0,0,1,3,1
Male,White,Under_30,0.5625,0.5,0.4,0.0,0,1,3,3
Male,White,30_to_45,0.5625,0.398,0.2,0.0,0,1,3,0
Male,White,Under_30,0.6875,0.3776,0.5,0.0,0,1,3,3
Male,White,45_to_60,0.5625,0.398,0.4,0.0,1,1,3,1
Female,White,30_to_45,0.8125,0.449,1.0,0.0,0,0,3,0
Female,White,45_to_60,0.5625,0.398,0.5,0.0,1,0,3,1
Male,Black,30_to_45,0.5625,0.398,0.3,0.0,0,1,1,0
Female,White,30_to_45,0.5625,0.1735,0.2,0.0,0,0,3,0
Female,White,45_to_60,0.5625,0.3776,0.5,0.0,1,0,3,1
Male,White,30_to_45,0.5625,0.398,0.7,0.0,0,1,3,0
Male,White,45_to_60,1.0,0.7041,0.9,0.0,1,1,3,1
Male,White,45_to_60,0.8125,0.551,0.6,0.0,1,1,3,1
Female,White,30_to_45,0.375,0.4184,0.2,0.0,0,0,3,0
Male,White,30_to_45,0.625,0.398,0.2,0.0,0,1,3,0
Female,White,Under_30,0.625,0.2959,0.6,0.0,0,0,3,3
Female,White,45_to_60,0.8125,0.5,0.6,0.0,0,0,3,1
Male,White,30_to_45,0.5625,0.398,0.3,0.0,0,1,3,0
Female,White,Under_30,0.625,0.3776,0.3,0.0,0,0,3,3
Male,White,30_to_45,0.1875,0.3163,0.3,0.0,0,1,3,0
Male,White,30_to_45,0.5625,0.551,0.5,0.0,0,1,3,0
Female,White,30_to_45,0.6875,0.2347,0.8,0.0,1,0,3,0
Male,White,45_to_60,0.5625,0.3776,0.6,0.0,0,1,3,1
Male,White,Under_30,0.6875,0.5612,0.8,0.0,0,1,3,3
Female,White,30_to_45,0.625,0.398,0.5,0.0,0,0,3,0
Male,White,30_to_45,0.8125,0.5,0.6,0.0,1,1,3,0
Male,White,45_to_60,0.625,0.398,0.8,0.0,0,1,3,1
Female,White,Under_30,0.6875,0.4184,0.3,0.0,0,0,3,3
Male,White,30_to_45,0.6875,0.5,0.9,0.0,1,1,3,0
Male,White,30_to_45,0.625,0.602,0.9,0.0,0,1,3,0
Female,Other,30_to_45,0.8125,0.551,0.6,0.0,1,0,2,0
Female,Black,30_to_45,0.625,0.3776,0.5,0.0,0,0,1,0
Male,White,Over_60,0.5625,0.5,0.3,0.0,0,1,3,2
Male,White,Under_30,0.5,0.2959,0.3,0.0,0,1,3,3
Male,White,45_to_60,0.6875,0.5,0.8,0.0,1,1,3,1
Male,White,30_to_45,0.8125,0.398,0.8,0.0,0,1,3,0
Female,White,Under_30,0.5625,0.398,0.6,0.0246,0,0,3,3
Male,White,45_to_60,0.5625,0.602,0.4,0.0,1,1,3,1
Male,Black,Under_30,0.625,0.1939,0.2,0.0,0,1,1,3
Male,White,Over_60,0.5625,0.398,0.3,0.0,0,1,3,2
Male,Black,Under_30,0.5625,0.398,0.3,0.0,0,1,1,3
Male,White,45_to_60,0.875,0.3469,0.8,0.0,1,1,3,1
Male,White,30_to_45,0.8125,0.398,0.9,0.0,1,1,3,0
Male,White,30_to_45,0.75,0.398,0.5,0.0,0,1,3,0
Male,Black,Under_30,0.5625,0.2959,0.2,0.0,0,1,1,3
Male,White,Over_60,0.4375,0.1939,0.3,0.0,0,1,3,2
Female,White,30_to_45,0.5625,0.3776,0.5,0.0,0,0,3,0
Female,White,Under_30,0.4375,0.1939,0.6,0.0,0,0,3,3
Male,White,30_to_45,0.5625,0.4796,0.5,0.0518,1,1,3,0
Male,White,30_to_45,0.8125,0.4694,1.0,0.031,1,1,3,0
Male,White,Over_60,0.8125,0.398,1.0,0.0,1,1,3,2
Male,White,Under_30,0.5625,0.2959,0.4,0.0,0,1,3,3
Female,White,Under_30,0.5625,0.3571,0.2,0.0,0,0,3,3
Male,White,30_to_45,0.625,0.449,0.9,0.0,0,1,3,0
Male,White,Under_30,0.625,0.398,0.5,0.0,0,1,3,3
Male,White,Under_30,0.375,0.1939,0.3,0.0,0,1,3,3
Female,White,45_to_60,0.5625,0.7551,0.2,0.0,0,0,3,1
Female,White,30_to_45,0.6875,0.602,1.0,0.0,0,0,3,0
Male,White,45_to_60,0.625,0.5,0.5,0.0,1,1,3,1
Male,White,Over_60,0.5625,0.449,0.4,0.0,0,1,3,2
Male,White,45_to_60,0.5625,0.5,0.4,0.0,1,1,3,1
Male,White,45_to_60,0.6875,0.398,0.5,0.0,0,1,3,1
Female,White,30_to_45,0.875,0.4592,1.0,0.0,0,0,3,0
Male,White,Under_30,0.6875,0.398,0.8,0.0,0,1,3,3
Female,White,Under_30,0.5625,0.398,0.5,0.0,0,0,3,3
Male,White,30_to_45,0.5625,0.602,0.9,0.0,0,1,3,0
Male,White,45_to_60,0.5625,0.4184,0.4,0.0,1,1,3,1
Female,White,Over_60,0.5625,0.398,0.2,0.0,0,0,3,2
Female,White,30_to_45,0.5625,0.2347,0.3,0.0,0,0,3,0
Male,White,30_to_45,0.625,0.2449,0.5,0.0,0,1,3,0
Male,White,Under_30,0.8125,0.398,0.6,0.0,0,1,3,3
Female,White,45_to_60,0.625,0.398,0.5,0.0439,1,0,3,1
Male,White,Under_30,0.625,0.398,0.2,0.0,0,1,3,3
Male,White,Over_60,0.5625,0.398,0.9,0.0,0,1,3,2
Male,White,45_to_60,0.5625,0.398,0.3,0.0,0,1,3,1
Male,White,Under_30,0.5625,0.398,0.5,0.0,0,1,3,3
Female,White,30_to_45,0.8125,0.5,1.0,0.0,1,0,3,0
Male,White,Under_30,0.8125,0.5,0.9,0.0,0,1,3,3
Male,White,Over_60,0.5625,0.051,0.3,0.0,0,1,3,2
Male,White,Under_30,0.4375,0.1939,0.6,0.0,0,1,3,3
Male,White,30_to_45,0.625,0.5,0.5,0.0,0,1,3,0
Male,White,45_to_60,0.625,0.398,1.0,0.0,1,1,3,1
Female,White,Over_60,0.8125,0.4796,1.0,0.0,0,0,3,2
Male,White,45_to_60,0.5625,0.398,0.5,0.0439,1,1,3,1
